user_id,business_id,stars
-9b4s874f_CnznTu4JorRg,GZ604GF7mxO8CtAecJOhwg,4
-9cnvXL_8dmt7XkdSVGayw,0ejSp30s8AHL9xswgk-CIQ,4
-9gZqyvOZWxqvvbuyDxTsg,vahVdHsH5HjThT0Sa2mThQ,4
-A1epn3UwFhAWM-chNRjBg,b0vBgpjF77rItksUl3wEhg,4
-A3_x7rT7YgPTEdfoK1o2g,blxcciomidl5td-QTSsg5Q,5
-AGXyI_K8StzQ7CGehQ2tQ,0qPNeqLuKE88rKbIbSZDpg,4
-AGXyI_K8StzQ7CGehQ2tQ,c6Bl52cfr5O57DdcLNRxOQ,4
-ARdx8hOcEWlMDjzwLYZ_g,cF94J7DhVdKWGMkDYmgyxQ,5
-ARdx8hOcEWlMDjzwLYZ_g,pJsJBzOeBIV9pOWMuq-vMw,4
-ARdx8hOcEWlMDjzwLYZ_g,VBhPgceaKWOXT71d3Jp38w,4
-ARdx8hOcEWlMDjzwLYZ_g,dMnAXZ3XPMNgAQ9BwXCFBA,4
-Ai7hGpJ2I-oOwLFYbx58Q,fNAdDV7HCYnq6P69UGl7kg,5
-Ak9LVDH8GYyWtIMnNo5Ug,oqmdX4OskD9-9YGGsYw6LA,4
-AkZkFH_md2-2kaSsvgrkg,6q7TLSWByKGeIkt1HYBUgw,2
-AkZkFH_md2-2kaSsvgrkg,_9Oh4NYx5Yjd4tG2_HWQww,5
-AnDW6H6Vaa8-ixvfGtVOA,prlIJsg3UEg3DioOZPFhig,2
-Aw9kRoXmFptUMN2XkJY9w,0Ovh4Vn9ntMt5Ara-ZP2sA,4
-B4Cf2XLkPr9qMlLPHJAlw,KS_d3F_eIA6iTo6Wtj2O_w,2
-B4Cf2XLkPr9qMlLPHJAlw,TLMysu1mWiLEslCBon5W1g,3
-BevLRnJhh9JeIT2g5I3mQ,z2CVPfaG8C_rydUZCcsqbw,5
-BevLRnJhh9JeIT2g5I3mQ,x71EvWJDVKZfM-OiYDWZ6A,5
-C-l8EHSLXtZZVfUAUhsPA,NvKNe9DnQavC9GstglcBJQ,4
-C-l8EHSLXtZZVfUAUhsPA,DzKl51tivGJMLiNsQqf38w,4
-C-l8EHSLXtZZVfUAUhsPA,dxeu5YQIzw0jOp1cSVkimg,5
-C-l8EHSLXtZZVfUAUhsPA,HhVmDybpU7L50Kb5A0jXTg,4
-C74IbRL4LAEfb6jXIG_gg,6t98--hqg8suYkm_37re8w,5
-CVmjsibfqwcOdNRQtaRLA,i2YFMkIMqstA9GxUkcigYw,4
-CXdtsZGsM2FBvju5eTAlA,1ZJz840L496LAmQdeDv0WA,3
-CXdtsZGsM2FBvju5eTAlA,fg9Pwv9jDwZz0L02nJtGVA,4
-D6Dps2aQKveBA08fuQm8Q,PjSCDlb8ZOk_X9sjsUFHDg,5
-DPkNlW9tR4qfZpoQW4Vjg,zkU-WMio8g6dpRJ2Y2xqvQ,5
-DPkNlW9tR4qfZpoQW4Vjg,stfKVcGqGnFu18OPUoIj7w,1
-DXjztWlgH1hjJgvg6cKkg,KQTMXyC90UPz6vspdspbeg,4
-DfRsYsqjHgVnr_V6PvqSQ,c7I_UpoNg7ZP8UClLhbSUQ,4
-DmrFVzkT3bkDcmeq1tbtQ,OuRmSRMJMgbKWkB0IcUveA,1
-DmrFVzkT3bkDcmeq1tbtQ,6q7TLSWByKGeIkt1HYBUgw,5
-EJorVxe7h2GSxdiRyMmDA,gOOc6MDdhw7fV0Tf30mfAQ,3
-EJorVxe7h2GSxdiRyMmDA,F2HKV9oJhnIKQ-M4Gt4Ftg,5
-EPd9FW8Qil1ILqPwenonQ,2V5ZcFDQzv1MN-31eMVhZQ,5
-EPd9FW8Qil1ILqPwenonQ,e-cxqDjKEHEcISP2iGcZxg,3
-EWQZjRHAKMddHW_dZTvdw,PL_dfp1B_ogDaBwW_9MJ2w,4
-EWQZjRHAKMddHW_dZTvdw,wkZ6P5fDw0G_iFRU-hzBhQ,4
-EkcGnTwDJ3p3sYyQhUgJA,rquBgCfmibVkOe5zO11Ciw,4
-Fd19tersIVIeoweFLUlsw,loXkZgAd70KMjP8ISCnZPQ,5
-FjLaUdIRV3I0Pv8i-ICfQ,OPxWcHK96_cbmiF7legDnA,1
-FovbHo4EpqVAoSl613Ckw,aLTpnF4xG3KA5trMilgChQ,5
-FvAXkUnOJaUBzvDYgxqMQ,xzQn9smeOhgqCH-S-K-lgg,5
-Fy91nyOFqPv9M_MaZ4W2g,LwQB9H3jZ9wTk24Lr-AnZQ,5
-Fy91nyOFqPv9M_MaZ4W2g,qqs7LP4TXAoOrSlaKRfz3A,5
-Fy91nyOFqPv9M_MaZ4W2g,_OTl6V2oUfMMmoDWD2nXVg,5
-Fy91nyOFqPv9M_MaZ4W2g,O85iR6k-pDHpRFwXlppdSw,5
-G6pLcro8Kkiha84-pI9AQ,_oucYTswnckrgRuCzW3oVw,5
-G7Zkl1wIWBBmD0KRy_sCw,qdG4tYLHKJ33Rut7BQM-Zg,4
-GYO3AsXI8DDOEzuhLQlQg,iWLNyADtZsORV58bttRrBQ,5
-HAHTQeOzHX5TCDb7qs9Yw,qjLlFfu2pnJ9lVYlj-4QVg,4
-HAHTQeOzHX5TCDb7qs9Yw,8fiZjbPMgg4qDSLIdZsWZg,3
-HH9X240K3SaBq4xzWGrOg,NxjUiGBNgyDErKXnmQ3s3w,4
-HLE-x7Lpkfprd6er-JFGg,bjbegGikWzSgeVsOJdE22g,3
-HLE-x7Lpkfprd6er-JFGg,3OCgpAos1gmS4rbWTIjmsQ,4
-HLE-x7Lpkfprd6er-JFGg,lDVrw4kaua2W4GeP4Cy-EQ,2
-HXpF9E-YwE0g-mInWSRuA,A-uZAD4zP3rRxb44WUGV5w,5
-HlCe-Ya-4CE2huuEk2_1g,hvAA5ebsM6EPl43OBpoVVw,2
-HlCe-Ya-4CE2huuEk2_1g,AQJPI5rnkb7pBnBMWtSjvw,4
-IFSBZCOHnHm1-3p5V493g,C9cejkhp-FSIvHOIAjRHrA,5
-IFSBZCOHnHm1-3p5V493g,w3gg3OaBTOAZpotv-i80hA,5
-Ia1lWvBNdgGySyB2VSgNQ,HhVmDybpU7L50Kb5A0jXTg,1
-Ia1lWvBNdgGySyB2VSgNQ,dQ4pxV6AxBaD3X4gssg5zg,5
-JIjjJQ4JkDUxrouPXGk3Q,4fPX-dotaGK879ZDYxUgrQ,2
-JY5vq7GgUFam5qPPHDXCw,kPr9rYEkGwbRLgUHvKljQQ,5
-Je2hqqhHiihuUdTzoNeSg,0NoHJtug9xefI2OnsANaMA,4
-K3I3SCFvPS_Aw8B4gBtVQ,YYE0C8FeDpB6zqB0kSEh7w,5
-K8IQoaXwzxBCGx1IU86aw,JLS8ZGaxlSWecBveAiq_lw,5
-KClFfe3QFxQW1WGhPsbeA,GDflEuJRmQwUha0vuGJJiQ,3
-KVxkJDSTjtPGsamMDG92Q,jqp--3Unhkr0a5_ofPWLEw,5
-KVxkJDSTjtPGsamMDG92Q,hQ66PZ605HFoaHW0dZAmYQ,5
-KeEr7ZLjbOskY6GGE54hQ,F2HKV9oJhnIKQ-M4Gt4Ftg,5
-KeEr7ZLjbOskY6GGE54hQ,7nRlDLrob6oK5zmGo4Vpbg,1
-KpEgEen1tj-jdjIS7uVOw,H01GSlxKlveC8CPMnz4Gxw,4
-KpEgEen1tj-jdjIS7uVOw,LhxfGvL-0AWf8vkwy9NGPw,5
-KzQH0n2ryLorsVgO7KeRw,l4pAkHCVUKAcDvo-iNSbYA,4
-KzxlotDy9GQ40dRRCGHkQ,cmsAFAymfVoBitSF8R6GKw,5
-Lg1tmetk2WiOFeXz3pqnw,lJU19A8gxyNT1gU8y4pv1w,5
-LwZFIaa-SCYJKloGaxeaw,IT0IODInyhKbG4a_ka71MQ,5
-M9PGXdiElWSm4Edm0lEqg,bPcqucuuClxYrIM8xWoArg,5
-MNc4IsL_B1laNBg4y0SIA,Q7bAF6MrZ8wWfLsxaPl2Yw,5
-MUlkZydqw3_-ODWuZR-KQ,TTVXY5vOJDqC0_Je8UhK8A,1
-MqEeaw31xIn1U8mSPWG-Q,H7zOruqfCZlNBnqtotqDEg,4
-MqEeaw31xIn1U8mSPWG-Q,f4kNNLU_0q_2J711jCN7dA,5
-Ng6kNjzZee-hT-RZYg_Eg,Xck2KzJcZDJGMtwxMwD71w,3
-NwDw6HgVpA4ys6WYcI6Xg,FhgAHo-8--equM8w5UZ41Q,5
-NwDw6HgVpA4ys6WYcI6Xg,2QFXPtto9n7BGv2pfnek0w,5
-NycZLw5rPxqwrkKKI-83w,_5PJ4GHIXNdUdXtohylKGQ,5
-OY3fkHVYy0Dx160rKCiWQ,2i0dDzxLuQQAwzxDZVR-1g,2
-OY3fkHVYy0Dx160rKCiWQ,tEfmHuo_dNanyTaC5PyoOQ,4
-OvPeDVhr4wWK00G_GQBMA,iNeiyfZ7MHK8dI0QZ4Ucsg,5
-Ox7QPz0G56GOzT0ex-f5Q,0QSnurP5Ibor2zepJmEIlw,5
-Ox7QPz0G56GOzT0ex-f5Q,qjLlFfu2pnJ9lVYlj-4QVg,3
-PAOMIe7lqq1x5GB1pcKMg,xVEtGucSRLk5pxxN0t4i6g,5
-PAOMIe7lqq1x5GB1pcKMg,wAQr_GVUNFSvqFfr3cC9kA,4
-PHC1ulwHkY4LEmMqmFwPg,1CP8aJa8ILlfM5deroar0Q,5
-PHC1ulwHkY4LEmMqmFwPg,UgcPEMKI7vEIT27rzBIqoA,3
-PHC1ulwHkY4LEmMqmFwPg,HhVmDybpU7L50Kb5A0jXTg,4
-PRT9JejZQWhY6i33c759w,MgsOZpYSntKSCzNROiWgYQ,1
-PTn0MWCbVFsRhTvxDC12g,nJBwEYaulNXHPAUP0OBRtg,5
-PTtMZYVawqKC6-vIds9lQ,yAkaDc6MWX3dy8bnEcCrRQ,5
-PTtMZYVawqKC6-vIds9lQ,cMybOpJd352Cb6y9SeVhPw,4
-PTtMZYVawqKC6-vIds9lQ,eJYvivWUp4Hdc9Tc8SaZPA,3
-PTtMZYVawqKC6-vIds9lQ,tORH_LDga3t1bbuluhuxiQ,3
-PXJEs_9T0lRKpssxf3otg,A-uZAD4zP3rRxb44WUGV5w,4
-PgE1UT9BoOAX2rZto2T_A,cOWXtCz7F9GQhPIks8gm6Q,4
-Q2wBtscwW6JOqlBndji4A,S8urdN6ACnRQUm-7o9An8w,4
-Q4HGzcXSCeiqvmY2mg-aQ,E0OKctOhZpUQgwUUBc_RwA,5
-QVg1rGR7dgnaUtuhR-0Qw,ZbnFrow_TRDhpzkzTWAVPg,4
-QViqz6QGfMLUYLY73lysg,5zDP3Y2hdh6GJL9DVbQ2KA,4
-QX-SOFGJHCeSH2CMxr0BQ,AUl6myFhTAbEqt0GMdKHiw,4
-QawrtMSjKxYbUBidxStog,DW5TmdNGhepqrB0JGHnJ_A,3
-QawrtMSjKxYbUBidxStog,0pMsVlUu_MbFqmvbA8F79Q,4
-RA9NLalwmRTOX_8UMHnVQ,bIzoX_6PNnpxPiwhJeUMfg,4
-RCD8F7qbsLfzT3k1HtMxg,DLwpjhatiSRN7QqZQwokSw,2
-RSW2tZMqa-SLrP-Uu0SLg,q4mx-ff4_LvU3NnMvNIrZA,4
-RSW2tZMqa-SLrP-Uu0SLg,BDgEBbNWm6rKLb6JArc3xw,4
-Rd2e6lJI3jzrQBO5aG3KQ,B2N_XO6fX0ILL9c50QuzHg,2
-Rd2e6lJI3jzrQBO5aG3KQ,a3hjBPsnpcTpcquQXLeS0w,5
-RhRXVW9z9fs5zzxhFfnHg,3b4efqz06QrLQ_w2xLc4pA,2
-RhRXVW9z9fs5zzxhFfnHg,7JnWQD8acZ1SmmV_oer2Tw,2
-RhRXVW9z9fs5zzxhFfnHg,HBZd08iiOuIdZHyt4mRSSQ,5
-RhRXVW9z9fs5zzxhFfnHg,-hn7E7b3VwRjwhNEDgmGIQ,2
-RjYePE-oM-XWXeGRYpUDg,XmsBtCykUtObXg4Q1mYpvg,4
-RxPtMYPpGWjS0u-fqA_JA,WKMaC4BTpHoKZBrZnQe-PQ,3
-RxPtMYPpGWjS0u-fqA_JA,AIeGHVUVZLBlJmdl7pJHJg,5
-S1dz92Q3RPfHomiqEeP8Q,hGyQjWC-puXdl5_yCOU07g,4
-SDx-d5jppC4OBBosLVpYw,S8VRQCBrbZI04zjCOc1RAA,4
-SISdpV3Q202NW50EISxWQ,KGS8NdjkMzrS_BoBTo5nBA,4
-SRDTWwdGca9OKdYxA6XDg,kljR-Bg6A3jze9JzBwRhRA,5
-SRDTWwdGca9OKdYxA6XDg,-XNodvHlq9oDu-kQBwGFkg,4
-SWRw9-1ARVKLAWE0Sxw1Q,yHYjDPuRtLvhvMpOn5fXOQ,5
-SWRw9-1ARVKLAWE0Sxw1Q,TT658qQinO6MBHP9q7rJ8w,4
-SdWy2JAjusM1DzF3nkrvA,T2DvmUw_JUREb-rsDk3LBQ,1
-ShdX4pDKrldKfic9rHhSQ,XI3iNUgChOfJk5ppjKVEQQ,5
-ShdX4pDKrldKfic9rHhSQ,EpAXhhvS-8U9aG2LlAr5WA,4
-SjQXQd-IRfOdUdYYwWGOQ,5zDP3Y2hdh6GJL9DVbQ2KA,1
-SjQXQd-IRfOdUdYYwWGOQ,eHXUyMf64ynMzHaf0LdGgg,4
-TKztXykP9oD_SUXnzJr6g,Wq_BQBy777zuCtm6KyDEyw,2
-T_cG-7YFFvD3Cdu3v4ZYA,tIauOelAC3BZk_xhMoDBUg,4
-T_cG-7YFFvD3Cdu3v4ZYA,iikAHVLZrZn7Zy1aEPD25A,5
-TgH6o0YR2mNwV-RDFNiMg,WizGXNkcaRahwTExF90KYw,3
-UPUYET3Pwm99zq-uHl7gg,QQqI1z1FohJGSLV0qKvOjQ,2
-UPUYET3Pwm99zq-uHl7gg,evNdyHPR1B8E1aIoUAsGrQ,2
-VOylYXNq7sG6As966yTxA,OPxWcHK96_cbmiF7legDnA,4
-VPbztwxZfQOnL6gar8Fvw,3b-jZX9Ms0U9B2Oy_ZmNMA,4
-VPbztwxZfQOnL6gar8Fvw,xjjxHavx4RIiW6zS6rasGA,5
-Vgqot-i8NzNDdIpLlcIuQ,vkoakhm0G9kMEhQzjFo86w,2
-Vrb0dmE3AxJuJ0dyVY4NA,OFw59czUoeeosFMKfRawmg,5
-Vrb0dmE3AxJuJ0dyVY4NA,OJdufUU3hVabgviIBHksYw,3
-Vrb0dmE3AxJuJ0dyVY4NA,suQugTjSMYMIrK5fAabC_Q,1
-Vu7L3U7-kxDyY1VHxw3zw,ZoFnfG7yrQWpvGR-etdGTw,2
-Vu7L3U7-kxDyY1VHxw3zw,JBrwWVhNm8PFhTOVkuXk4Q,4
-Vu7L3U7-kxDyY1VHxw3zw,JQ6NlXQGXvQZ4P-b5HXd9A,4
-Vu7L3U7-kxDyY1VHxw3zw,gDQlaDRAjsCx2p_p6oJLjw,2
-Vu7L3U7-kxDyY1VHxw3zw,VGxJbglGlx-a7Gdc55Q6jQ,4
-Vu7L3U7-kxDyY1VHxw3zw,pHDLRIG2Xu1_1mkGAbyEmw,3
-Vu7L3U7-kxDyY1VHxw3zw,ZJdOOIubTizd1eqECkeK-Q,3
-WCWlsVGhxaLQMfpKuuKhw,_OTl6V2oUfMMmoDWD2nXVg,5
-WCWlsVGhxaLQMfpKuuKhw,mShOJ9qFk79KnZq7E8k9hQ,5
-WKjn01_qaRxln2ChXU4FA,TrJvNiNo6yt2lfkSOc6E_w,3
-WKjn01_qaRxln2ChXU4FA,POVKWFdKixujvH0YHweeQw,4
-WPznNRxeYkfxLNpIhbTiQ,Jgo9tQ0mCTYa-bRRoXSKNg,3
-WUt1ZOttGvFsGwXViubcg,cNz2tTTAPmdeAq6HnGeo8w,1
-WbGe4QX2qbAUEDTeAEUmg,KS_d3F_eIA6iTo6Wtj2O_w,4
-X8saOIinN36j-Z5_s767Q,Rb2s2-2kIvbPXnPEuM_OBg,2
-XE-2bb0bSPKMUfXZPgOqQ,CuT2Xh3vAYvRfxUWlUo6oA,4
-XN6b7pqV2lghQgrIgu3vQ,3vxIqhm2jCVjkUWtmDvTsw,5
-XRfPREJYz4VR8hDW3guLA,7WPpD3zSXymYCLzsqEt2-Q,1
-XoCb6sUMa7NoFayUW0FlA,_E6j0AVb3lkLBLzvPHInXA,2
-XoCb6sUMa7NoFayUW0FlA,Yl05MqCs9xRzrJFkGWLpgA,5
-Y5aezGZh26k3cY8rabG2Q,scLvLqVVIOWZbVT-exGjjg,4
-Y6tXYPYqeVy37-L5p0rMw,vxFrGfeQCtc5AzPKkMHHgA,3
-Y6tXYPYqeVy37-L5p0rMw,BrORoLCE5zVY6ekUb6omNA,3
-YG1tE3xBx5ePEId38MZqQ,ETTzxqOcPuxMqV37y1uhdg,3
-YLiMJ0xeWxqny9O9YKzoA,A-uZAD4zP3rRxb44WUGV5w,5
-YblkVWntkIjny9BxSFQYQ,UgcPEMKI7vEIT27rzBIqoA,3
-Z0uXJn_uP3U0h-e31sTKw,QSS4Jry8zQv8yGfkUhsZLA,5
-Z0uXJn_uP3U0h-e31sTKw,eHXUyMf64ynMzHaf0LdGgg,5
-ZHhOFgr1yZDOujg4Kd6Fw,NUhHkT1wfXsTLxt_tWwVXw,3
-ZHhOFgr1yZDOujg4Kd6Fw,B56AYe5GNuavMDtwFsXqzA,4
-ZKDfcKIl9eUCWsozRAHkQ,1zYltl3s23LN7lxdqM5qmg,1
-Zj7AybUs0qnG5qDZ4E9Hw,zi_qqjCzkerE2dT-ViE2JA,2
-Zj7AybUs0qnG5qDZ4E9Hw,XmsBtCykUtObXg4Q1mYpvg,4
-ZlBgVsg4Jw_S8LrjtlQ2w,kwZ4yG8iYBHDa1t-Mc8ZCQ,5
-ZqPTpx9TyyvdAWbajdilA,lrPNLw0zbfzgWrWINMjsNw,4
-ZqPTpx9TyyvdAWbajdilA,sH-11zOhWubXobEeuMo2gg,3
-Zs4eINnjo2H_mD-H12U8A,k1c_bC3DK6mKg797vH1T8w,4
-ZsAF6YOSzfCwRMvwgkwHw,0yZkGtnjZYxdW39aaKKzQg,3
-_28kCRH2XyDkQpHq2AgNg,-av1lZI1JDY_RZN2eTMnWg,5
-_2h2cJlBOWAYrfplMU-Cg,pOvTYClFgMm-wAXPW1CnhQ,2
-_2h2cJlBOWAYrfplMU-Cg,f11oGgqiYgcAYz1jYqFgSA,4
-_2h2cJlBOWAYrfplMU-Cg,w5axMYWy5bcY0tiqAnYeRg,5
